B_BUS_ID;B_LEA_OR_ENTITY_NAME;F_CITY;C_FLEET_OPERATOR_1_IF_APPLICABLE;N_CURRENT_STATUS_OF_BUS;O_BATCH;T_BUS_OEM;U_ELECTRIC_POWERTRAIN_MANUFACTURER;V_MODEL;W_TYPE;X_DEALER;Y_MULTIPLE_FUNDING_SOURCES_USED;Z_FUNDING_SOURCE_1;AA_AGENCY_ADMINISTERING_FUNDS_1;Z_FUNDING_SOURCE_2;AB_DOLLAR_AMOUNT_TOWARD_BUS;AE_DOLLAR_AMOUNT_TOWARD_CHARGER;A_DATE_OF_MOST_RECENT_SOURCE;B_SOURCE_1;B_SOURCE_2;LEA_ID_NON_TRIM;QUARTER_AWARDED;ANNEE_ORDERED;QUARTER_ORDERED;ANNEE_DELIVERED;QUARTER_DELIVERED;ANNEE_OPERATING;QUARTER_OPERATING;fundraiser_1 montant;fundraiser-2 montant;LEA_ID;ANNEE_AWARDED;date_awarded;date_ordered;date_delivered;date_operating;awarded_to_ordered;ordered_to_delivered;delivered_to_operating
5;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
6;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
7;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
8;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
9;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
10;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
11;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
12;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
13;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
14;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
15;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
16;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
17;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
18;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
19;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
20;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
21;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
22;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
23;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
24;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
25;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
26;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
27;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
28;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
29;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
30;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://californiahvip.org/industryinitiatives/#schoolbusdashboard;625800;4;2022;1;2022;7;;;;;625800;2021;01/04/2021;01/01/2022;01/07/2022;;275;181;
31;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;4;2022;1;2022;10;;;;;625800;2021;01/04/2021;01/01/2022;01/10/2022;;275;273;
32;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;4;2022;1;2022;10;;;;;625800;2021;01/04/2021;01/01/2022;01/10/2022;;275;273;
33;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;4;2022;1;2022;10;;;;;625800;2021;01/04/2021;01/01/2022;01/10/2022;;275;273;
34;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);Carl Moyer Program;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;4;2022;1;2022;10;;;;;625800;2021;01/04/2021;01/01/2022;01/10/2022;;275;273;
35;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;2022;10;;;;;625800;;;01/01/2022;01/10/2022;;;273;
36;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;2022;10;;;;;625800;;;01/01/2022;01/10/2022;;;273;
37;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;2022;10;;;;;625800;;;01/01/2022;01/10/2022;;;273;
38;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;2022;10;;;;;625800;;;01/01/2022;01/10/2022;;;273;
39;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;;;;;;;625800;;;01/01/2022;;;;;
40;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;;;;;;;625800;;;01/01/2022;;;;;
41;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;;;;;;;625800;;;01/01/2022;;;;;
42;Moreno Valley Unified;Moreno Valley;;Operating;1;IC Bus;;Electric CE;C;Creative Bus Sales;True;Carl Moyer Program;California Air Resources Board (CARB);Airshed Grant;;;mardi 18 avril 2023;https://www.prnewswire.com/news-releases/incharge-energy-partners-to-deploy-the-largest-electric-bus-fleet-in-southern-california-school-301503588.html;https://www.citynewsgroup.com/articles/moreno-valley-unified-school-district-celebrates-largest-electric-bus-fleet-in-the-state-;625800;;2022;1;;;;;;;625800;;;01/01/2022;;;;;
1;Steamboat Springs School District No. Re 2;STEAMBOAT SPRINGS;;Delivered;1;Blue Bird;;Vision Electric;C;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;vendredi 5 mars 2021;https://www.steamboatpilot.com/news/steamboat-students-will-ride-electric-next-school-year/;https://cleanairfleets.org/afc-award-page;806660;10;2021;1;2022;1;;;;;806660;2020;01/10/2020;01/01/2021;01/01/2022;;92;365;
1;South Bend Community School Corp;South Bend;;Delivered;1;Thomas Built Buses;Proterra;Saf-T-Liner C2 Jouley;C;Kerlin Bus Sales;True;VW Settlement;Indiana Department of Environmental Management;Grant;;;vendredi 9 juin 2023;https://www.in.gov/idem/airquality/files/vw_trust_20210914_r3_awards.pdf;https://stnonline.com/news/first-electric-school-buses-arrive-in-northern-indiana/;1810290;7;2022;1;2023;1;;;;;1810290;2021;01/07/2021;01/01/2022;01/01/2023;;184;365;
2;South Bend Community School Corp;South Bend;;Delivered;1;Thomas Built Buses;Proterra;Saf-T-Liner C2 Jouley;C;Kerlin Bus Sales;True;VW Settlement;Indiana Department of Environmental Management;Grant;;;vendredi 9 juin 2023;https://stnonline.com/news/first-electric-school-buses-arrive-in-northern-indiana/;https://www.goshennews.com/news/south-bend-schools-pilot-electric-school-buses/article_38220204-def4-11ed-9d41-ef88ecbbecbe.html;1810290;;2022;1;2023;1;;;;;1810290;;;01/01/2022;01/01/2023;;;365;
1;Rescue Union Elementary;Rescue;;Delivered;2;Lion Electric;;LionC;C;;True;Rural School Bus Pilot Project;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;5000;mercredi 31 ao?t 2022;https://www.ncuaqmd.org/files/bc92f5cb1/RSBPP+YR+2+GGRF+17-18+Selection+List.pdf;https://www.ncuaqmd.org/rural-school-bus-pilot-project-rsbpp;632310;7;;;2020;1;;;;5000;632310;2018;01/07/2018;;01/01/2020;;;;
2;Rescue Union Elementary;Rescue;;Delivered;2;Blue Bird;;All American RE;D;;True;Rural School Bus Pilot Project;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;5000;mercredi 31 ao?t 2022;https://www.ncuaqmd.org/files/bc92f5cb1/RSBPP+YR+2+GGRF+17-18+Selection+List.pdf;https://www.ncuaqmd.org/rural-school-bus-pilot-project-rsbpp;632310;7;;;2020;1;;;;5000;632310;2018;01/07/2018;;01/01/2020;;;;
15;Elk Grove Unified;Elk Grove;;Awarded;2;Thomas Built Buses;Proterra;Saf-T-Liner C2 Jouley;C;BusWest;True;Community Air Protection Incentive Project;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;;mercredi 31 ao?t 2022;http://www.airquality.org/air-quality-health/community-air-protection/community-air-protection-program-incentives/cap-projects;Correspondence with CARB 8/31/22;612330;10;;;;;;;;;612330;2019;01/10/2019;;;;;;
16;Elk Grove Unified;Elk Grove;;Awarded;2;Thomas Built Buses;Proterra;Saf-T-Liner C2 Jouley;C;BusWest;True;Community Air Protection Incentive Project;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;;mercredi 31 ao?t 2022;http://www.airquality.org/air-quality-health/community-air-protection/community-air-protection-program-incentives/cap-projects;Correspondence with CARB 8/31/22;612330;10;;;;;;;;;612330;2019;01/10/2019;;;;;;
27;Elk Grove Unified;Elk Grove;;Awarded;2;Thomas Built Buses;Proterra;Saf-T-Liner C2 Jouley;C;BusWest;True;Community Air Protection Incentive Project;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;;mercredi 31 ao?t 2022;http://www.airquality.org/air-quality-health/community-air-protection/community-air-protection-program-incentives/cap-projects;Correspondence with CARB 8/31/22;612330;10;;;;;;;;;612330;2019;01/10/2019;;;;;;
3;Kings Canyon Joint Unified;Reedley;;Delivered;2;Trans Tech;Motiv Power Systems;SST;A;;True;Air Quality Improvement Program;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;;mercredi 31 ao?t 2022;https://www.prnewswire.com/news-releases/americas-only-all-electric-school-bus-transports-students-saving-california-school-district-over-10000-a-year-in-fuel-and-maintenance-248168111.html;https://medium.com/u-s-pirg/the-electric-bus-evangelist-shows-school-districts-the-path-to-cleaner-and-healthier-buses-ed943681ba05;619700;;;;2016;1;;;;;619700;;;;01/01/2016;;;;
4;Kings Canyon Joint Unified;Reedley;;Delivered;2;Trans Tech;Motiv Power Systems;SST;A;;True;Air Quality Improvement Program;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);;;mercredi 31 ao?t 2022;https://www.prnewswire.com/news-releases/americas-only-all-electric-school-bus-transports-students-saving-california-school-district-over-10000-a-year-in-fuel-and-maintenance-248168111.html;https://medium.com/u-s-pirg/the-electric-bus-evangelist-shows-school-districts-the-path-to-cleaner-and-healthier-buses-ed943681ba05;619700;;;;2016;1;;;;;619700;;;;01/01/2016;;;;
3;Pittsburg Unified;Pittsburg;;Operating;2;Blue Bird;Adomani;All American RE;D;A-Z Bus Sales;True;Clean Energy and Pollution Reduction Act;PG&E;Low Carbon Fuel Standard;;;mercredi 31 ao?t 2022;https://stnonline.com/special-reports/selling-carbon-credits-a-growing-incentive-for-school-districts/;https://www.yahoo.com/now/adomani-r-enters-class-5-130000147.html;630600;7;;;2019;10;;;;;630600;2019;01/07/2019;;01/10/2019;;;;
25;Twin Rivers Unified;McClellan;;Operating;1;Blue Bird;Cummins;;D;A-Z Bus Sales;True;California Climate Investments;California Air Resources Board (CARB);Community Air Protection Incentive Project;;;mercredi 31 ao?t 2022;https://www.abc10.com/article/entertainment/television/programs/morning-blend/twin-rivers-unified-school-district-rolls-out-5-new-fully-electric-school-buses/103-b14a65e8-b7f4-42da-998c-420bcebdedd8;https://stnonline.com/industry-releases/first-zero-emission-all-electric-blue-bird-school-buses-delivered-in-n-california/;601332;;;;2019;4;;;;;601332;2017;01/01/2017;;01/04/2019;;;;
